#token,count,percentage
what was going,1,0.00045788
when alice had,1,0.00045788
when one eats,1,0.00045788
when she got,1,0.00045788
when she had,1,0.00045788
when she turned,1,0.00045788
when she went,1,0.00045788
when suddenly a,1,0.00045788
"when suddenly, thump!",1,0.00045788
when the rabbit,1,0.00045788
whether it’s marked,1,0.00045788
whether the pleasure,1,0.00045788
which happens!” she,1,0.00045788
which the words,1,0.00045788
which was lit,1,0.00045788
which way it,1,0.00045788
which way she,1,0.00045788
"which way?”, holding",1,0.00045788
"while, finding that",1,0.00045788
"whiskers, how late",1,0.00045788
white rabbit was,1,0.00045788
white rabbit with,1,0.00045788
who had got,1,0.00045788
"why, i wouldn’t",1,0.00045788
"why, there’s hardly",1,0.00045788
wild beasts and,1,0.00045788
will burn you,1,0.00045788
"wind, and was",1,0.00045788
wise little alice,1,0.00045788
wish i could,1,0.00045788
wish you were,1,0.00045788
"with a knife,",1,0.00045788
with cupboards and,1,0.00045788
"with curiosity, she",1,0.00045788
"with dinah, and",1,0.00045788
with either a,1,0.00045788
with me! there,1,0.00045788
with pink eyes,1,0.00045788
with the words,1,0.00045788
with their heads,1,0.00045788
"with trying, the",1,0.00045788
"with you, sooner",1,0.00045788
without my shoulders.,1,0.00045788
wonder how many,1,0.00045788
wonder if i,1,0.00045788
wonder what i,1,0.00045788
wonder what latitude,1,0.00045788
wonder what was,1,0.00045788
wonder?” and here,1,0.00045788
"wondered at this,",1,0.00045788
wondering how she,1,0.00045788
word) “—but i,1,0.00045788
words to say.),1,0.00045788
"words “drink me,”",1,0.00045788
words “eat me”,1,0.00045788
"work, and very",1,0.00045788
world she was,1,0.00045788
worth the trouble,1,0.00045788
would be four,1,0.00045788
would be of,1,0.00045788
would be worth,1,0.00045788
"would go through,”",1,0.00045788
would not open,1,0.00045788
would the fall,1,0.00045788
wouldn’t say anything,1,0.00045788
written up somewhere.”,1,0.00045788
you could manage,1,0.00045788
you cut your,1,0.00045788
you drink much,1,0.00045788
you ever eat,1,0.00045788
you ever saw.,1,0.00045788
you hold it,1,0.00045788
you if you,1,0.00045788
"you know,” said",1,0.00045788
you know. but,1,0.00045788
"you know. please,",1,0.00045788
you might catch,1,0.00045788
"you see, alice",1,0.00045788
"you see, as",1,0.00045788
"you see, so",1,0.00045788
you think you,1,0.00045788
you to leave,1,0.00045788
you were down,1,0.00045788
"you, sooner or",1,0.00045788
your finger _very_,1,0.00045788
you’re falling through,1,0.00045788
zealand or australia?”,1,0.00045788
‘_poison_’ or not”;,1,0.00045788
“after such a,1,0.00045788
“and even if,1,0.00045788
“and if it,1,0.00045788
“and see whether,1,0.00045788
“and what an,1,0.00045788
“and what is,1,0.00045788
“but it’s no,1,0.00045788
"“come, there’s no",1,0.00045788
“dinah’ll miss me,1,0.00045788
“do bats eat,1,0.00045788
“do cats eat,1,0.00045788
"“drink me,” beautifully",1,0.00045788
"“drink me,” but",1,0.00045788
“eat me” were,1,0.00045788
“for it might,1,0.00045788
“i advise you,1,0.00045788
“i hope they’ll,1,0.00045788
“i wonder how,1,0.00045788
“i wonder if,1,0.00045788
“in my going,1,0.00045788
“it would be,1,0.00045788
"“no, i’ll look",1,0.00045788
"“now, dinah, tell",1,0.00045788
“oh dear! oh,1,0.00045788
“oh my ears,1,0.00045788
"“orange marmalade”, but",1,0.00045788
"“poison,” it is",1,0.00045788
"“poison,” so alice",1,0.00045788
“to pretend to,1,0.00045788
“well!” thought alice,1,0.00045788
"“well, i’ll eat",1,0.00045788
“what a curious,1,0.00045788
“which way? which,1,0.00045788
“without pictures or,1,0.00045788
“—but i shall,1,0.00045788
"“—yes, that’s about",1,0.00045788
